AGENCY_ID,LAST_NAME,FIRST_NAME,MIDDLE_INITIAL,GENDER,ADDRESS_LINE1,ADDRESS_LINE2,POSTAL_CODE,CITY,STATE,COUNTRY,PHONE,INCOME,NUMBER_CARS,NUMBER_CHILDREN,MARITAL_STATUS,AGE,CREDIT_RATING,OWN_OR_RENT_FLAG,EMPLOYER,NUMBER_CREDIT_CARDS,NET_WORTH
mjl12170,mjlobyzbiwxh,rtffajogswdfc,,M,Dxxynkofkmubvtskilhgpovkzhonvkbzhjyoounflhgvpplpnfgju,aagihwrgfwvousuvi,Mhfhofccvjdc,Springfield,NH,United States of America,1-305-155-2326,260257.0,0.0,1.0,M,48.0,450.0,O,Flowers Foods,6.0,3998395.0
rij12171,rijuqqgbzmhuxxkcqmbjuf,magwhqxtfhmsgbaqnwcwbt,F,M,WXFDRJLRSDZZVTCKZSMILJDWUWFWTIHSYXHASWEAWSGLXLRFSAEAAISVHNLTZII,idmqslvcnjbmegedccjgnfxwlnyvwfqbzezkafuripcmfbppayhfoldiv,KKSYJWAGHYPN,Chicago,ND,United States of America,1-008-071-9759,4449.0,1.0,0.0,D,100.0,530.0,,Hershey,9.0,687154.0
giv12172,givizdhwwqnmjqxlzfqqef,Skqzrarkig,,f,,jprbsjjaktwixklbmeqeghxuzqfbxeeswqjrx,Jarogruldykl,Amarillo,ME,United States of America,1-138-504-2450,467856.0,3.0,3.0,M,74.0,320.0,O,IDT,10.0,3197576.0
jji12173,jjihudptniukmmkklhku,Dyvro,,,Cbhvtzihlhhxuodtycpjokvjxepotpvfmjywzqgbbrkpjccxuvpz,Ihywijpjsdfkgribztbpdwapycjjcmcmflhwzbuhqtsvsssvtwsua,Mrrbdrm,Halifax,UT,United States of America,1-729-923-1333,,0.0,5.0,W,,341.0,O,Amerigroup,9.0,1726254.0
JIQ12174,JIQZTXBOXWQACMFBP,Nvnbsmfdvoeynhcmkn,U,f,pwafzfusqmkp,Peuzxr,CBLOFJSLQ,Garland,IN,United States of America,1-639-229-2818,19579.0,5.0,4.0,M,59.0,677.0,O,GMAC,1.0,1486212.0
hvb12175,hvbkfqczdsegufwaoiblafm,Klpspdbhhulvjxnrzuoliq,q,,Facgfqrimtxgaimgzftjwbdupagpnkucvkcyblslnfaicwysgbi,Giaickadqpdymbrikzaxindfzucqhitrjxwfklwrxbukkwhtspmpxnluxutpvuupidtocflblooe,Lljdjwdanok,Las Vegas,OH,United States of America,1-767-093-3943,245205.0,1.0,3.0,M,99.0,308.0,O,PHH,8.0,1602219.0
AFL12176,AFLAPPWIIVHFWTMLSUVVXBB,caaapzatnvht,R,m,Gkkeijkckxmaztfyetmpxgbljxdmkiexbaqcmptsmngxyadlv,Ympcexoszedbqnkkaichxlvqxpcrkqfdrpwxjocevxaoyfwdeoenjagjjuzqlcdgihvyjuymfqjd,JOAUYJRTQ,Hampton,Prince Edward Island,United States of America,1-810-988-8153,,2.0,0.0,W,86.0,634.0,O,Sally Beauty Holdings,,122043.0
VMA12177,VMAFOHAOVKLPT,ZHMPPDAWSX,,,,UBRMKFDLLKNLI,Jomsgjwfiibu,Tampa,British Columbia,United States of America,1-769-486-5691,40659.0,1.0,0.0,W,89.0,777.0,O,Pulte Homes,3.0,440671.0
fil12178,filbmxgj,aeihbwxaivxbbyqtjkrvsntxzk,,f,sooolxmqjjoijzimatpxvyjtgugalgmysrpregsglpogx,Cpsfksimfsthxyhfx,Eespef,Bakersfield,Nova Scotia,United States of America,1-496-917-2301,154901.0,1.0,2.0,D,84.0,626.0,U,General Electric,6.0,442887.0
Gec12179,Gecltzvfbecbfyo,Nwgsjo,,M,Rhrsoyabwqayzhjlakejpen,WKEEKBNGLIXY,arenym,Santa Clarita,AK,United States of America,1-445-362-4479,,5.0,0.0,D,10.0,568.0,O,Emcor Group,5.0,904205.0
ECW12180,ECWJKSOKRTMNLNBJDW,HJJDVDQFODVXASRGQQGTSRZ,H,M,oqwhbccthiuesjgxzhhdzvvmncljwponorgfyddeajguzqt,,Zqvffkesckz,Idaho Falls,AZ,United States of America,1-658-301-5633,193974.0,2.0,3.0,S,6.0,759.0,O,Southern,10.0,1492878.0
Hep12181,Hepfionkosnqkgtp,hrcpzbusuvaodmqsd,,f,TZDSGNHMCREONHXBSSLIEKJUTHVSCYUSQCORXKBEQYTPHRESMGQQEAILGICYOQZRDNPDJNGZMPFMG,,,Casper,PA,United States of America,1-569-944-9830,201912.0,3.0,4.0,M,,411.0,U,Sonoco Products,0.0,
IDI12182,IDIMUSSZUIAKREUOJFEXWV,YHXTQBOVLIQMMKQICX,w,M,Mqkommzbprwjijnrnnjweawvvpmdcvmzaqgzbgcmj,,qbymve,New Haven,WY,United States of America,1-787-301-7176,166582.0,1.0,2.0,U,38.0,420.0,U,Chesapeake Energy,8.0,258320.0
elj12183,eljfbvjqn,Agfgexnznvupehkfsjgcqaga,M,,oromxfqrulgjgjppdiqltovanbpuwdazykcrfinprttof,,Dykmqxb,Sherbrooke,OH,United States of America,1-605-496-0661,483696.0,0.0,,M,96.0,811.0,O,National Fuel Gas,9.0,156148.0
Jwf12184,Jwfnhxtrreunqznhaeliwbeylucdb,shzol,P,m,NMIVNMQA,Bxldunjctcqqnvemgvvzajnaeznhwugxvpoesalyscxbwgrtg,gfhrm,Edmonton,NV,United States of America,1-175-541-6752,466472.0,2.0,,M,18.0,779.0,O,,8.0,3787797.0
bzy12185,bzygrhomgsxdiigjdfcffu,vkkdtuv,,M,Dmtforoqauvzwgbgenkikynekocohy,bkktjtvrgaxpytxndnqymrziupestdlzygtgzszwiqtthzndrtdkmfvrybdcufihgb,Oydajska,Missoula,UT,United States of America,1-908-821-3278,248579.0,0.0,2.0,D,10.0,505.0,U,MasterCard,5.0,3047892.0
Npc12186,Npccqznajbpgypp,mxrkzcxpxvgpeiekkzwvpjjfgote,,f,eoihrimqeuafxxkwodjlfxqcnrdozstmeepfchokpcwauvntcskeogfofbs,Simxaei,RKHHVQHE,Yellow Knife,CO,United States of America,1-062-219-3780,362974.0,0.0,2.0,M,3.0,633.0,O,Insight Enterprises,10.0,710939.0
Ewj12187,Ewjqynuaj,EPEGHHYDQHKWEZMVXPPCYATAODE,,M,xehfvjpictduejlbxymucrrwilfgdzqofveotiytydrvlcbcgudwtsckmfqiimtwppkskihc,Siluqmftznfyahwkaimpasfgw,ucwhld,Richmond,New Brunswick,Canada,1-133-713-6636,291750.0,0.0,1.0,M,33.0,775.0,O,Key Energy Services,2.0,689307.0
YZQ12188,YZQYJGXXJTKPBYESZSDGPLQM,Tdwebgtvdyhnaatjsrdfx,,M,UQCXRDUBURWYNPSBDDJLYJUJOATZMZQ,Znyiacgyqjtnxjhtulzgyetqbffffclarsqgsdnauchuatnsaoiuiwsgxjibjbuhrwdvtplbyvfowg,Fgwjyvvelbwg,Fresno,UT,Canada,1-977-342-6400,493867.0,2.0,5.0,M,,561.0,O,Sonic Automotive,5.0,1541557.0
Evc12189,Evccxpwvpmsrezfduptykckaubjku,WVQAZTVPPJLXBY,C,b,rzwnanzpmzvjxvgblzzjssevgdxaamjrvdfaetmrieojcrxrkmermozb,Ijskztjeblexqvpilerflajnrtmjlth,UBTMIR,Louisville,NH,United States of America,1-616-307-1026,434880.0,5.0,3.0,M,,740.0,O,Western Refining,4.0,3095532.0
cuh12190,cuhnjlbkbmfssrdalh,Weyfjejzajsehyogvjceuox,H,,Wwihwwfqscdppdspheoczcrvognivofayfdpjvsvffzwjkgbzbp,Mjylxbpumtnwywivnlihyhftbaqov,fcupnguy,Peoria,CO,United States of America,1-423-456-7282,,1.0,,M,54.0,627.0,R,Marshall & Ilsley Corp.,2.0,2802031.0
Dgw12191,Dgwnmunikopxoontz,Uryaafgxbovwaix,w,,Qlmfkdqpxownudqqlsyeaezipaewspbbmonryrabmhkbduidafhzctjovzjxozitotxialgqiqtsped,Ynvhdxvvpvbtptpytcmeajkutnaeop,Gplxyredj,Yonkers,Quebec,Canada,1-662-169-7332,198845.0,1.0,1.0,U,21.0,405.0,R,Church & Dwight,3.0,2117482.0
CVC12192,CVCMXNJLDCUAUIKDOKHL,Dynvwtngkjixib,F,m,Lfcgakolnkrgcynetlmkypkwshmpvejvwkxcsflfpytmhtxebqddxizx,,Khogmkq,Manchester,ID,United States of America,,135611.0,3.0,0.0,,,593.0,O,W.R. Berkley,,1585706.0
Jse12193,Jsedvllewjehstiv,lswcchmgqvkhnsnnlrrsqkz,,F,Fhodtcqpeeqokhnneuocecvvuvqfbbawdnlntzce,upnwielkewvkawecbgnirqvxpkxpyjuk,WJVBAVVTBLJ,El Monte,HI,United States of America,1-209-681-6651,479777.0,5.0,0.0,W,34.0,579.0,R,Tenneco,6.0,229594.0
Tar12194,Tarlnuquwhij,nycvdrruylszaczvgesblwjnlyak,C,,Gubghntkqvhtzrsogronilshhuzakvuyqgzdqsukcshwzsbnbhbiiba,Ilxzwrqntbjsaftsyorfmhsgjsnpcngine,Ggfoyarqeup,Irving,HI,United States of America,1-346-208-2462,373698.0,,1.0,,48.0,479.0,U,Pacer International,10.0,2713681.0
Nad12195,Nadnasbxvvkakwnm,Pjawii,,,TMIAETTGBUOPD,Efmyplglgzqtnzhiypuvucenprchcvynsokeaqdofhfkugxtabpuvpkas,MWAQS,Plano,MN,United States of America,1-455-945-8060,52668.0,1.0,3.0,U,42.0,557.0,R,Warnaco Group,7.0,247096.0
rib12196,ribjlwfxhlogvxzogyyg,xefpdiq,j,F,Zcteekpmqvzfpfnmrkowxpysjmkqdypmtzbibuctquznwkglwnuumrusinurxlhzqratgzxlom,ileehumall,bvuisxfqm,El Monte,MT,United States of America,1-604-951-7616,172102.0,5.0,1.0,M,96.0,460.0,U,Kla-Tencor,10.0,31180.0
wqs12197,wqsakaxk,LOUMPFMSKRER,d,F,Mwvdmvlrmcxdsyxbwzjdfujllewrwlwikugxeaifnqht,SGDSPSUJIYPMQZKCPDGWKOGDWOMEOUPVCPENDBMJAFZUO,,Moncton,CT,United States of America,1-541-931-8731,53762.0,2.0,0.0,U,40.0,676.0,O,Thomas & Betts,5.0,2226899.0
Qxf12198,Qxfqo,Txhdtsjrnaogrzsk,T,,Iubqdtvwodekpvspshutadeitdxwhvweejxjukravpnjlehkqmqibzpizf,xdysltuhmxgbevweatfxjebhyuvfxykmhftdxdbwjksrebijzsztzrguafxgvqx,BTAIRSQIDAWQ,Henderson,SD,United States of America,1-521-807-6924,103196.0,3.0,4.0,U,0.0,588.0,U,Broadridge Financial Solutions,2.0,2919511.0
Igm12199,Igmjzznldwvxgodwelb,AFDYOOYCXVMI,,f,Ytuoihwvddracdaggdncubctbjowssgxeoiyekslxzktlcynkdgvzkotirnency,Atbwdksneqfylyinqxuhwejvmuxyyhyludoovidwltrclunwtivyntuukemwfyvlavqyirlv,RCCUIDQH,Washington,WY,United States of America,1-166-243-0923,337137.0,1.0,2.0,W,5.0,318.0,O,Polaris Industries,3.0,
HOW12200,HOWOSNFRE,dfyilojzgebnsvaerfbhjgqcg,,M,fwmywfybedsfzwolvapfhxkvxeropcra,WFVXFSLMSEPLBRFJOWGJFGVVKKCEHUN,pabggxle,Anchorage,IA,United States of America,1-906-368-4130,38753.0,2.0,5.0,W,,,O,Archer Daniels Midland,0.0,2334594.0
JRA12201,JRAELVRAIZJL,rvckglilespertjhca,B,m,Hdltooerawuiw,psmvinhehivdchfkmo,NPJCCE,Flint,TN,United States of America,1-691-985-0241,368769.0,4.0,2.0,U,76.0,577.0,O,Advanced Micro Devices,10.0,
NES12202,NESKAWJCMOSQFJBWVPAR,Heakkeulr,F,f,Xtptcpjdbvxhxrpwyciimzuskmppgocrry,Cjtmglchigtfprca,OPDQICYBHVKJ,Reno,AR,United States of America,1-741-680-0780,379183.0,3.0,1.0,U,24.0,583.0,R,Greif,4.0,3793160.0
iwv12203,iwvhopfbbkevbljswvhmqf,Pjrocmvqlsbbpo,,,Xnkaoepejbvjyzunnbtdijlj,Lgmraaiyhcmbcrbhcdxmuydphlulbhfoaxabanuendtpjifjnozsixobohlufzxpqbzuxcoqpzotqrs,Tsmwxabafkcg,Grand Prairie,GA,United States of America,1-881-425-5854,13484.0,2.0,3.0,M,4.0,745.0,R,Carpenter Technology,6.0,1116481.0
Kgb12204,Kgboosbbzmbdljghzdwobg,Uljtoe,q,m,Yleqzttgipkmjaeojpjqianqyqiajztetmnjvgaokjgnpugdsmajbhppcwxwhnj,Vfxtktktkubgweqnjqzaiorygbbdluxvfffzhhafkqnlsbendgi,Kukqu,Simi Valley,WA,United States of America,1-148-334-7958,250104.0,3.0,0.0,U,80.0,,O,Cinemark Holdings,8.0,2405635.0
vqn12205,vqngrjjsqlfefbjlt,adpufe,,F,Wqlecgjjnwgbrfxpaoxfyoz,Jsajptmurtaiuscfyuveajsvs,UXCWP,Waterbury,CO,Canada,,317017.0,2.0,2.0,D,72.0,792.0,O,Popular,9.0,1345430.0
WIP12206,WIPMTMX,TJALDBWUFDFHXFO,V,,,Qjubgrhm,Dqqltigow,Saskatoon,WY,United States of America,1-743-909-0960,408026.0,5.0,0.0,M,77.0,423.0,O,Humana,9.0,1414682.0
veq12207,veqdhdpkmotw,NBTCTUSJXF,,,zohmhlqxfptgzzdcaqmzhikndiupxdmqgsukojkwxacupxfclosgmhvmnxlnzbbckqpsitndxc,,,Lansing,British Columbia,United States of America,1-790-995-2210,72785.0,2.0,2.0,W,66.0,699.0,R,Moog,7.0,761024.0
Eub12208,Eubdytwdwnvvlnnkiglruwnvmxtyse,ellwgaceavr,,F,Entbluekmbqunrwecwgcahhwwmascogprykprqbcoueatjonlselfbsupkvb,,VXSJIZDX,Lincoln,LA,United States of America,1-424-029-3950,344200.0,0.0,3.0,U,57.0,793.0,R,Coca-Cola Enterprises,5.0,3529716.0
xau12209,xaugg,Mjbjxtjsqkhzxalegpvwjlhegirrl,,M,,Lxjlidmpgzxqoscdpkvfxpledwgivnpcjbdnqlrttxpzrkh,qjfxg,Hilo,WI,United States of America,1-663-737-8437,163287.0,1.0,3.0,S,39.0,708.0,O,Fannie Mae,5.0,402551.0
Ezk12210,Ezkvaobakwvl,Xptypqejrmtucyosirsqfkcnivlkf,,,GSXUESRXRQADIEOKIYRAXBKCZURDVPZEULGGDYROBHJJGAHFUZRY,Gixyblybgzgvxeygujszikycvvxntuhbjjfsldaadnssnspkyoyvmctzzlzhrpsmmhfd,bujmjyvyxs,Fairbanks,AK,United States of America,1-284-847-8516,476546.0,2.0,2.0,S,66.0,524.0,O,Noble Energy,3.0,2383975.0
Rwz12211,Rwzqyaiekfeqlgzfz,Xbmlfslnunehiwlkcwhf,Y,,Qvddbiywvilmffawahrrqzzmjcadycrlslkgdnth,Dgsvbayeojpurvcmwpdsqsjgxdjvnhdhwhxzxghxmg,Ugicmuoap,Grand Rapids,OR,United States of America,1-932-002-4006,351197.0,1.0,3.0,S,6.0,475.0,R,,5.0,156372.0
Jqi12212,Jqiexkrqyoyopkolqozlarvosh,kncgvlyixgdt,,,Wpdpigakjxnlenwouhvmmjjsqcvuhwfworkwzwdlryhzrd,Rhgsxhfzejmkszrnlppompayqusyhhmjuwmeeuntkjqpxjzfvciqcjbam,UZTFYGVSK,Bakersfield,WY,United States of America,1-458-552-3785,410685.0,5.0,4.0,U,47.0,621.0,,Watson Wyatt Worldwide,3.0,1925871.0
Fqk12213,Fqkjjygvoknkkdgnjqnzwoujui,Afryeczsdk,,F,LLVQCWVJNTNZSUFYRUDAPTKAKUOVVYOVNCKRMPMGQWMGOTRPFLWOFMNQCIGSLLTNILXCIMDPV,apinjbpyjaadtihhcrtvriqwjazpjkaultxrjvsmohwtveypozklzsbmsijgfdtiseqvaccmpiw,KXIETWXJASCX,Erie,NV,United States of America,1-573-635-0257,163033.0,0.0,5.0,S,27.0,364.0,O,Goldman Sachs Group,0.0,1200732.0
OYA12214,OYAWT,DLBDUEZBFAYQULJDODDZRNGRKKW,,F,Rfhancjygpwraccchitrtxjtniibdhdrafnbsiawqnfvmayltbgwhso,mwayzhwiekzkjmnkljzjetgbhrfjkoljujowsihzlislwjirxzmeyxouysdrkywvuchryulopb,sulqmbipsyg,Gary,KY,United States of America,1-845-177-6270,383409.0,2.0,3.0,M,65.0,406.0,O,Alcoa,1.0,580859.0
Mua12215,Muajirmsbtvvnzszxzt,Bivgrgyovfudytonqaihxorxtau,,f,Ucrckqdffnvrsxpbuu,Jrthfuqhgppoimspfqrakwvbceg,Awbauazogvli,Scottsdale,UT,United States of America,1-526-761-6481,443283.0,2.0,5.0,U,5.0,829.0,U,Boston Scientific,6.0,3584219.0
HPT12216,HPTYNKPDWRFUI,Vfukciddzwverhamtz,,,Bkuqbzdyrvquefusoredmfj,Iqqfeogweplvropsddjuztvuekyxwogawaxvxibecbf,Whoyja,Iqaluit,WV,United States of America,1-425-424-9711,,1.0,2.0,D,23.0,643.0,O,CBS,8.0,1945249.0
QIA12217,QIATRSTDJEKXT,ipdyrij,,,Whqwbyjnztxmnlnzkmdwtdsvpahulcqkciwg,ykujaanratjntjkrycsolfkbeetxrbsrtojbqadpakibvnpcddbhtet,Eihnsymvzup,Nashville,MT,United States of America,1-974-606-8078,,5.0,5.0,M,68.0,416.0,O,Ingram Micro,0.0,
Wti12218,Wtiqpwzxp,swafsqogrwdzqoaoaatqmhqxlfykwy,i,,Kbvah,Sqaygbagrgmkypolwqiwdmjphwkdkxqgolzvbirbkfifkldkvxaejtd,XCLLQBGWG,Charlotte,WY,United States of America,1-308-988-8179,66752.0,3.0,3.0,M,31.0,473.0,U,Expedia,5.0,2796483.0
NMV12219,NMVOSEIQAFUQPMCVPAMIODFGBL,SZIGDVVGAATQOVFIGKSAVW,,,BBWGYORLAWXXIFADMLWFXHYLLBGMAOUCDASKMVWFUQPITRBCFUSZ,Mqgjbzgzrseprrqwqdnvsexoowrvpcdoyroogwvhkurjmggjfzdq,Wrokdatdch,Escondido,NV,United States of America,1-864-604-8548,332456.0,5.0,5.0,M,33.0,591.0,O,OfficeMax,10.0,
Yxd12220,Yxdeh,drfzwjgcncpwprymyqndooc,,F,AEXHCAMUAAZUMTGWCPNTH,Owrmjxjbdemllauzenjkvyogfsabjwbqaqebhxisbkyvzqvapsszvtrxjrpjvhonlzkosqmnij,WCONQVO,Irvine,IL,Canada,1-421-065-9548,473033.0,3.0,4.0,D,97.0,804.0,O,Loews,8.0,775100.0
Fve12221,Fverfw,Oyywxjqcnfxsrkrdt,,f,wrfwtelpoxjljrdtfbamwolgwcyfxfcilcsxduziyk,Owlfmvcrengfqyhefpqpzpwivuevbcnhihgmbbzmoa,fspqxfedlcpt,Fullerton,Alberta,Canada,1-012-750-3367,324615.0,5.0,0.0,W,38.0,,U,Conseco,0.0,2367113.0
bqo12222,bqoovaipsgsdhtuopesdcgvqlrlawv,ELGZIRW,,m,Styyiudyqitldbsvihgeqtoepfzgcbcnbwkavabqwj,,pdbdgkvii,Huntington Beach,VT,United States of America,1-416-154-8007,118303.0,1.0,5.0,M,78.0,685.0,O,Schering-Plough,4.0,1302714.0
isg12223,isgejynhv,Zadbfnijltnxscltrrsllrd,Y,,Htwpfhubc,Zzeacanjlylkqcgyihxwtlqcefcxfbycrdfvltggknkpblgonfumjiftwtbn,Rdvfopdhhv,Warren,MA,Canada,1-571-624-5476,164382.0,3.0,1.0,D,88.0,499.0,R,Alliance Data Systems,7.0,2084749.0
Sii12224,Siitbcjnm,qkjimnwokakcgeoszhcx,,,Uabwejacqzsvsiwnxblgdqtpuosuifjfzfamcimupzrwcyaaruycbpiamdmnvobnkrcjcnfojfhp,jptxqaspeftjmvhjnjznoajnxscnaazsudsnpoahcofkuaguohhfiytfrkgevvvfnyuwmgxsworcgc,MNEXMWSSPSO,North Las Vegas,IL,United States of America,1-686-563-1927,248149.0,4.0,5.0,D,91.0,417.0,R,Polo Ralph Lauren,8.0,923312.0
Jca12225,Jcaulatortabrovmsvlrmhuixd,Vgdixkoawacfg,F,,Jdlvbnsokoacpwrqekciiddvupaxnknsjumqg,Shtttjfyzshsqtkzgfctzwkdxckzuqhvigdhaqbvyvvefxvcmegmlpswppnbccuhuufb,Tcwzfqvon,Sandy,MI,Canada,1-725-337-9751,45831.0,1.0,5.0,,50.0,714.0,O,Best Buy,6.0,2432430.0
joa12226,joawhooyicwafxdtxrk,IUOEVNLOZCBPIDKCOECFBNPVWOZTD,g,F,Rltiksskkaehaitlkzzjhnvliyntj,uvcqxmuuttkblgrkotbqfgaftdnzcaplq,Btljvsrgvpg,Laredo,AR,United States of America,1-944-556-7766,317525.0,4.0,2.0,S,4.0,336.0,R,BlackRock,4.0,507864.0
Mvh12227,Mvhxxharnkntwxxkacutr,IBBOAPI,S,,Djhox,UWVWRYOHJRSAQBMUCXLTYQZRZWTLNEJPQUPIVOVJSXCJUIEFDSOFF,Opsouzs,Augusta,NM,United States of America,1-637-305-5361,422793.0,1.0,5.0,D,39.0,,,Jones Financial,10.0,3519269.0
Hcg12228,Hcgrvn,KYSQVPSPAVFWUEMCJEQDBNL,A,F,JCOHVUIMYJIYTDXQFEJSKLXNPGNYPHASBQXNQHJGVRHQEQGWGQ,gglxxaisxweywvemqedadltadwywbifndxndxokwp,Amrxjhpfozic,Santa Ana,MN,,1-790-693-7865,244919.0,4.0,0.0,S,40.0,784.0,O,Regis,3.0,1883644.0
Chx12229,Chxnylopw,Dycnthikqdjxqtbwg,,,WUCCYYJIJGTTCLWLAAXPFDWPPUJ,Lezcabu,wmzeuo,Berkeley,MD,United States of America,1-085-597-7614,175758.0,0.0,5.0,M,50.0,475.0,O,DST Systems,9.0,3071518.0
XCN12230,XCNNFJNBSYCEVPCUDGWHGHGS,Vpumeba,,F,Qdsvmzqscxaxhlqjwxrscigounhzjpoghavcwxclctyzqdblsgyhiemeymfcrwoabstwunmqgwkqewnt,,WVOTPWVTAC,Seattle,HI,Canada,1-735-425-1545,158835.0,2.0,3.0,M,42.0,847.0,R,Radian Group,0.0,1416770.0
Mly12231,Mlyasqdtlxsqnxowtxekvezmzi,Umqoetmup,V,,Anljuglptbvmfowuickluhsxgkf,Kkwdwlhjzzsgqywiiqopbxmizazzihjgwvkxxnmqubrwymglinqdriedjrjibiughjchimlxqnvb,rjegpgkppvek,Rancho Cucamonga,DC,United States of America,,111717.0,,0.0,U,86.0,634.0,O,Simon Property Group,6.0,2552930.0
ZIC12232,ZICAULELSXWFUZVTSPRXMJ,Nonfcxrwebytwxqdhwfek,,,Viuinaunavhvstswnlwbgstjoesooubwqgxkqeepomjyhgwglplj,LBRBOFPIXORTBOCPFMVUWRIRGQXPBIMN,Rqlwowunqxww,Reno,AR,United States of America,1-321-399-0166,,3.0,0.0,S,27.0,759.0,R,Constellation Brands,7.0,2734980.0
Tsr12233,Tsruzliwtpoqwnjouscrjiegn,Zjsmnkh,H,F,zvunpcyfkhcnroxjiibawfyczmwiwfovueuytflrqzdhydecmxjsaeazl,Mvjeoxixdtljqexaatgccnzsczrombpzibsgwvcgvqiyqvsycewgcvlgjb,ghjsmmjmmmnp,Omaha,NC,United States of America,1-332-456-2627,156323.0,5.0,0.0,D,57.0,573.0,O,Express Scripts,1.0,3392989.0
IXD12234,IXDLEGGSX,RCNDQVKLRTX,J,F,Rioycenoairrrvi,hsnnnmr,Pwbdpxngcboo,Colorado Springs,NC,United States of America,1-376-495-5558,470202.0,4.0,,M,14.0,669.0,O,Auto-Owners Insurance,7.0,618606.0
GUY12235,GUYJSROEQIYSZXPLJBLPT,Urwvnwtwmzsapohlhysvxw,,f,Pvbomhfktwoaddavflbfufagommppwbjjlwwbyitmtnoxhglxdqewvihfqdjnpzfczhqrxgw,Iqltkvajrnvwbgmbcoceezjhxwcypnojxpldplvbxoozmhel,Xrjbdbtkcjg,Amarillo,CA,United States of America,1-840-836-8511,69973.0,2.0,2.0,U,83.0,515.0,,Brown Shoe,3.0,2543097.0
KVS12236,KVSSGR,Yvpztajfquftnosyouqhibjf,,,BGTCDJDEIONTGQUQGUDTIKOPNWLVKKEYAYQWBWOQBBBGUYSE,YTDWIJMWLKUYAX,Ujiescuki,Las Cruces,IN,United States of America,1-840-301-1739,48247.0,1.0,,W,3.0,332.0,O,Hayes Lemmerz,6.0,3687736.0
LWQ12237,LWQHL,UYVKGLGDTYAKXEEBPQKB,u,M,Neibaijistjpmeexwtcrmpqtlrhyjgdjalouqsxvjal,DHUOZTEOBYHKYLQLQIRUAGDZPTPUTGQUKMYQ,GQAJUS,Regina,British Columbia,United States of America,1-699-267-0354,117817.0,0.0,2.0,S,61.0,762.0,R,Walgreen,7.0,
Lqf12238,Lqfov,Chalpkggqxvairvj,,F,ycjldkiqdegmmyioqhuqvlgbusodlolyuebuvmscphnmpwr,Pikgobccoerotmzptfdrnekqskiidiqblhshtdnnquqjmiehupwiynocyiepiymadulseljomtrtfr,HIQRCAMXOTW,Gary,British Columbia,United States of America,1-614-704-6730,297746.0,1.0,1.0,U,6.0,,O,MSC Industrial Direct,1.0,1434088.0
Rpt12239,Rptwgjjzjwmqjcypkihsedbf,Dxwoqvyp,,M,Knvfdpmgtgfvtvqscmtlpuvxztwsnbexvmi,Fixkfqfmoex,Spkuucn,Abilene,KS,United States of America,1-762-816-9121,489458.0,4.0,2.0,M,12.0,398.0,U,Avnet,2.0,3615499.0
coj12240,cojkjfrufibfwcnkh,Ngwusqdv,,,Ylwdmifqjrcjbgdeshbsvxiihavndukvqzsnsjnqfkosfwpeoggjdxxjnpiychlcmyhdgmanpxuilqsv,Zvxsbmasgn,ZVBYJWL,Stamford,UT,United States of America,1-460-072-2169,463947.0,4.0,3.0,M,52.0,539.0,O,PNM Resources,7.0,3583755.0
Czh12241,Czhuwuwjv,ENWSGVXBOUHXERZNFDSLIBK,,,Asdpkzzjdevskyvkmjgbkitgmvlfndcdpkircgnlxmqymdwwajaxwlreyleh,KKKPQREENDUSSAIDZTFVUFGBPAVRBFSUMVCERLRGBEBDSVWXLXQGIPUZDWPMATOZMCLOPZ,Umbmhhlmohtw,Little Rock,AR,United States of America,1-172-236-5042,305738.0,5.0,5.0,M,18.0,708.0,O,Corn Products International,10.0,2805623.0
Jbs12242,Jbsmwpypiwwdxhconcupxogynnk,Pmfmnhszhgo,,M,Uscsjcquyiyeqstmemunwuydvtugbi,CTHAAFEUAWVMFUNHURQGZDMSTPQVYF,Bpalltakzs,Providence,PA,United States of America,1-976-748-9268,394713.0,5.0,4.0,U,23.0,564.0,O,Guardian Life Ins. Co.,0.0,2125833.0
Igf12243,Igffthiofacpkdowzpvxplx,uoentejuzzjmjpb,A,m,Cfkzajouyfarjfuaqyyivqjsp,Fmxwnunictspflalomuqqmezihupkjkftlviyrzqugkligwzxxagrncoquzy,AOQPUJRZBW,Santa Fe,New Brunswick,United States of America,,,5.0,0.0,M,24.0,837.0,O,Radian Group,8.0,717520.0
fqj12244,fqjplsmokuqssk,EKJSPPTZNHTNNEYZYGXFMZBZMCJDVO,i,,Pmukcddlmurkzepemcloncmk,zthrvlouveqolkauuyvxopch,Wnhvwxhbjwm,Indianapolis,MN,United States of America,1-918-403-1338,257468.0,1.0,2.0,D,1.0,,O,Annaly Capital Management,6.0,2051903.0
Qhr12245,Qhrknmeoa,Elvzaunxyjmhfidbzpiqocimitdzd,,m,Vuqqruunkjxevykvoeoikamhycfgqqnndkyhymyrzctqecyfbnlcwhsiubwwlkunnwxn,MHJVFNJK,vwhxwfatcswl,North Las Vegas,NH,United States of America,1-118-224-3667,295961.0,3.0,0.0,M,68.0,544.0,O,,1.0,1970370.0
