ActionType,ActionTS,C_ID,C_TAX_ID,C_GNDR,C_TIER,C_DOB,C_L_NAME,C_F_NAME,C_M_NAME,C_ADLINE1,C_ADLINE2,C_ZIPCODE,C_CITY,C_STATE_PROV,C_CTRY,C_EMAIL_1,C_EMAIL_2,C_CTRY_1,C_AREA_1,C_LOCAL_1,C_EXT_1,C_CTRY_2,C_AREA_2,C_LOCAL_2,C_EXT_2,C_CTRY_3,C_AREA_3,C_LOCAL_3,C_EXT_3,C_LCL_TX_ID,C_NAT_TX_ID,CA_ID,CA_TAX_ST,CA_B_ID,CA_NAME
UPDACCT,2015-04-07T23:18:16,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3174,2,509,miSocUBVKC zEZfFVTKSHwQbUzUNTBoEBHGgPYbEZHOntyiSs
NEW,2015-04-08T05:29:49,3669,731-97-9915,,3,1941-05-30,Pakulski,Lina,,3690 Plumb Boulevard,,03106,West Valley,WA,United States of America,Lina.Pakulski@wildmail.com,Lina.Pakulski@aussiemail.com.au,,530,742-7457,,,317,372-7147,,1,888,953-9893,,ME2,PE6,6979,0,5138, sBATXCPIEYTUTylKHfxeGvUwthpuztDOSADHUcNtHZGTMyykJ
NEW,2015-04-08T06:53:18,3670,996-66-2451,,3,1942-10-07,Calis,Cristi,,23073 Wagner Crescent,,T5D 1P6,Newport News,Newfoundland,United States of America,Cristi.Calis@rediffmail.com,Cristi.Calis@born2frag.de,,,842-9127,,,,,,,,107-6541,,WI4,UT4,6980,1,10491,DsGrXnsZpgaIbjxC BNOTDIWvIdGNTOK
NEW,2015-04-08T16:17:26,3671,556-42-0313,m,2,1952-01-08,Koohi,Ole,,1898 Halliswood North,,M5B 1Y1,Mount Pearl,MD,United States of America,Ole.Koohi@shtrudel.com,Ole.Koohi@moose-mail.com,,,664-3490,99472,,,,,,,237-5871,,CO1,VT1,6981,2,3484,XUiSWWscGkipAifRtOkmRaKlPzIQPIzwKJQeqE
ADDACCT,2015-04-09T05:07:20,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6982,0,5858,
ADDACCT,2015-04-09T16:39:05,1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6983,1,11194,ELHSlASpKjZcjLlBHrTftnOYsClkINRLq VVJdZniDsej
CLOSEACCT,2015-04-09T22:54:50,2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5571,,,
UPDACCT,2015-04-10T02:58:31,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,0,10883,WLWKKGAXRbvMuPVSqLOpDgAjjIvNbUnNdN ppEckJ
ADDACCT,2015-04-10T14:08:32,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984,1,5002,KjHOhCBMzecIOtTNrLftiEEIsNSkLoZHkBQDG
ADDACCT,2015-04-10T20:18:44,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6985,0,2307,B DqpJJuXNfcoIuF DOJPEJOmdXoyQESFbRAWaBJ
ADDACCT,2015-04-10T20:32:16,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6986,1,2095,yBYyzQpqLBdAQIYvSzFixtDNUuMhDVAeTM
ADDACCT,2015-04-10T23:05:56,2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6987,1,3433,tzkeRCwYJFLPhqX JjBdazCoChijTtIuP
INACT,2015-04-11T09:45:45,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEACCT,2015-04-11T13:50:26,1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4318,,,
UPDACCT,2015-04-11T16:47:25,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,1,1747,RhTdvDwBQtRDeJrowddrTLzU IZGSBK
ADDACCT,2015-04-11T17:33:29,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6988,0,10846,rySHrRJvluDHG Y AbqsZiDvnSctjrRirKRzEAKjpx
ADDACCT,2015-04-12T01:01:29,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6989,1,8485,LQlttkLSTjlLLZeTDnKSpYigafNyrRgBmx IEnDGRDejmh
ADDACCT,2015-04-12T03:33:56,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6990,2,765,VxarQWtxeJLPGIzPMaLKvvSbDIEJxOzDPlcjEDJytd
ADDACCT,2015-04-12T07:43:12,3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6991,1,8396,QEcFwUyWnGZPPF NR QQws RSDaYzVqtxkmHKpCIwYHs
UPDACCT,2015-04-12T15:03:35,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6382,1,7673,
NEW,2015-04-13T02:45:16,3672,741-67-4955,,3,2004-07-09,Rightmire,Lianne,,6464 Bonnie Brae Street,,99787,Irvine,ID,United States of America,Lianne.Rightmire@shtrudel.org,Lianne.Rightmire@lavabit.com,1,806,548-8383,,,336,691-5858,,,763,101-7882,,WY1,PE3,6992,1,8482,ocrAGTYOYUmrfCdgIaSYvAGELGkBlFOCIIPRLdBgYNBBZO
NEW,2015-04-13T05:59:05,3673,807-63-2841,,2,1955-01-26,Vempati,Jandy,,9941 Royalton Drive,,H7G 1U9,Naperville,TX,Canada,Jandy.Vempati@letterbox.org,,1,767,645-9530,,,,172-5149,,,,,,NU1,UT4,6993,2,14312,VLRmKLBjSyaMlKMFBzTlFHsHYNHTNFTySzwR IFxeTyB
UPDCUST,2015-04-13T14:08:19,1119,,,,,,,,,,T5C 1O8,,OR,United States of America,Ivan.Newnam@macgui.com,,1,640,581-0330,,,,555-4061,,,,,,,,,,,
NEW,2015-04-13T21:10:21,3674,584-88-9150,F,1,1993-09-15,Grissom,Cubical,,3909 Marcus Road,,23505,Norfolk,OK,United States of America,Cubical.Grissom@shtrudel.org,Cubical.Grissom@quake0.de,,261,672-3689,,,323,158-7782,,,,,,GA6,NS7,6994,2,7284,
UPDACCT,2015-04-14T02:59:00,2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5448,1,13544,LzBaMpFSwAiIVskFhIsUgJsJLzhPCpWNPhbJS
NEW,2015-04-14T09:54:54,3675,927-32-4865,,3,1958-07-07,Flores,Yuen,,24573 Lyons Avenue,,77006,Salt Lake City,Quebec,United States of America,Yuen.Flores@quake0.de,,,,170-5415,,,,,,,,,,US1,IA7,6995,0,6772,MpIvLAxaNoUySSiSvHtzdgfiHAOcRGKJKQJeIIcLrmAUPh
NEW,2015-04-14T16:30:04,3676,987-73-5987,,,1987-02-13,Macgillivray,Pollyanna,X,12782 Lenwood South,,T5D 1Q2,Irving,PA,United States of America,Pollyanna.X.Macgillivray@SaveWildlife.com,Pollyanna.X.Macgillivray@mail.be,,,983-9517,,,833,508-0173,,,,,,GA1,GA6,6996,1,10535,xNYVOUakxcQNXBluiUQacgQolEKVkhmVvf
CLOSEACCT,2015-04-15T01:47:02,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,,,
NEW,2015-04-15T08:23:06,3677,439-91-0575,f,3,1994-09-07,Nelon,Powell,,5409 Pemberton Crescent,,37231,Saskatoon,MT,United States of America,Powell.Nelon@mail.com,Powell.Nelon@mail2world.com,,607,336-5009,,,,436-7068,,,,,,CA2,NB4,6997,1,8847,KTswkehSBjPWiewFUgdqOFLDSKWuBcRsGuLYSAazgHr
NEW,2015-04-15T13:11:20,3678,509-65-2903,f,2,1933-11-18,Slusser,Harm,,7131 Taubman Court,,94518,Lakewood,FL,United States of America,Harm.Slusser@stoned.com,,,,909-2336,,,,,,,,,,HI4,NT3,6998,1,11845,qgOssAjjUGsQNwBlGRdltJrfpoSvrHtqXkmrfkBjI
UPDCUST,2015-04-15T20:10:58,1893,,,1,,,,,,,H7F 1T9,Dallas,SD,United States of America,,,,,855-2150,,,,910-0392,,,,,,,,,,,
NEW,2015-04-15T21:06:21,3679,242-73-5094,,2,1975-03-20,Hilton,Merl,,18258 Clayton West,,H2E 1Y3,Erie,VA,United States of America,Merl.Hilton@vegemail.com,Merl.Hilton@SoftHome.net,,392,631-9558,,1,413,598-1622,,,800,480-6743,,OK5,AZ2,6999,1,3255,qpTUjwFeYBOeJWqdonDayDVOaFjSERidFOnfD
UPDACCT,2015-04-16T06:53:23,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439,1,1938,GvNOpSSUrDvqwFDh JEuUsKFSMwdnNIFEgpwuTPIMQE
NEW,2015-04-16T10:52:48,3680,001-72-2896,M,,2004-02-02,Torok,Claudina,Y,8285 Tamarind Crescent,,68513,Sterling Heights,Prince Edward Island,United States of America,Claudina.Y.Torok@mailmaniacs.com,Claudina.Y.Torok@devils.com,,,944-3625,,,,,,,,,,KS3,MD4,7000,0,649,IIqIYr WNlDfPDvyHKtekrvWkxXQkHSPFlXbXlDKJ
NEW,2015-04-16T22:11:30,3681,290-48-9394,M,3,1950-02-12,Fallahi,Thanos,,22469 Lindale Way,,T6A 1G3,Shreveport,NC,Canada,Thanos.Fallahi@aggies.com,Thanos.Fallahi@shtrudel.biz,,,862-5104,85184,,,028-5279,,,,,,NM2,KY3,7001,1,12879,
CLOSEACCT,2015-04-17T01:32:58,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652,,,
NEW,2015-04-17T02:23:43,3682,918-32-5477,,3,1943-05-01,Blostein,Tdr,,21671 Irene Road,,60675,Halifax,OR,Canada,Tdr.Blostein@gmail.com,,,553,350-4437,,,,583-6167,04279,,,956-0502,,MO1,NV1,7002,2,10842,FPRBsOXDTqHkxMGfFxOjcyEufEKIeWtOZBmMH
UPDACCT,2015-04-17T12:46:08,2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5403,2,5265,UjuAjCFABPLEDcyNYWFGYmjUGoCfjZnzvv fsSHMxxZRP
ADDACCT,2015-04-18T00:15:19,2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7003,1,4855,wVFNgTzYPFiUFexiLjSlAiPsJQOgiIIOPURdFrPXM
ADDACCT,2015-04-18T05:26:46,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7004,1,1597,ulaAaZSfAxHXXzOIsfTGFiluYPDqhhwDE
UPDACCT,2015-04-18T14:38:45,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004,1,7711,s NgHJGHUxaFtYrNGFURkmDzDxMfbjKUAGNYtSqAZi
ADDACCT,2015-04-18T18:14:49,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7005,2,11671,gRVlNnwXAOQTDnESboDyDcZBluMjKZNZPyEofbMP oAAAQRE
ADDACCT,2015-04-18T22:51:37,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7006,1,6025,xeiMTNlJzXKLd ZMlRBSMAUAORLFhBTOacUCtMGM muY 
UPDCUST,2015-04-19T07:10:41,1445,,,,,,,,20128 Davie Lane,,92622,Yellow Knife,WI,United States of America,Jenni.H.Bradlow@gmx.sg,,,774,983-8698,,1,583,401-1592,,,,,,,,,,,
ADDACCT,2015-04-19T16:34:59,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007,2,765,fWuXLRSQuUVTlydAzwGURNHOtXZLWsPgq
UPDACCT,2015-04-19T17:31:23,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4313,,7114,GdHIlZOPtAQSFaMvOJYhPTYiBJTIrPdKUXjAUMl
ADDACCT,2015-04-19T23:05:46,3664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7008,2,605,bRUIdazBYSTAKrXRItaxtHQuySMCLDuU
ADDACCT,2015-04-20T00:07:46,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,1,1004, YSXddhBelEBDbCDAXLNC bp vVETO U
CLOSEACCT,2015-04-20T03:00:04,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878,,,
ADDACCT,2015-04-20T07:05:07,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7010,1,13626,PVIfMUDZENrKzSQZyCGIrGaekCuuHAAtoWJt
ADDACCT,2015-04-20T18:06:06,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7011,1,356,zlDkOIFUxbuBQeAdGEXGheAH TRXEdurWOGMFIxjCUZQPRmJTk
INACT,2015-04-20T19:42:36,3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDACCT,2015-04-20T20:08:23,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7012,1,4767,itKvKbUJPSxmkuXWUUvQhkWnDasFSywfDoXBJmMK
NEW,2015-04-21T05:04:22,3683,418-94-2103,M,3,1959-08-03,Earnhardt,Nerita,,947 McShann Avenue,,H2F 1V8,Fairbanks,MO,United States of America,Nerita.Earnhardt@shtrudel.net,,,619,456-3691,,,,758-5402,,,,,,NF5,NU2,7013,1,1648,FzKkavUnoTOPyFCGjJglxMdGAmKTAnTNWCBQSOIVcJ
NEW,2015-04-21T15:19:17,3684,703-05-4988,,2,1998-11-29,Pancholy,Koressa,,2518 Larner Upper,,77255,Sudbury,WI,Canada,Koressa.Pancholy@shtrudel.com,,1,761,614-2220,,1,773,197-7615,,,,,,BC3,KS3,7014,1,3934,jNLWxcAFBRelGQOIVANWTTUDnuOCiMMVItLeHaEHV
NEW,2015-04-22T00:52:19,3685,356-03-5780,,3,2010-09-01,Khalil,Kambiz,,5289 Apple Tree North,,67231,Quebec,WV,United States of America,Kambiz.Khalil@gmx.ph,,,,906-4454,,,,,,,,,,MT5,SC3,7015,1,414,HHrmckiZQPfTahNSeWjEYgkVCPhZgHKnYfWWXkqFtRDtDTKN
NEW,2015-04-22T08:33:54,3686,823-21-8104,,3,1990-12-02,Biard,Mahmood,S,20775 Shelter West,,20058,Costa Mesa,SC,United States of America,Mahmood.S.Biard@gmx.pt,Mahmood.S.Biard@care2.com,,,893-5094,,1,991,672-0922,,,,,,BC7,MD3,7016,1,9600,sE SXWmYrljvysZlaLIeHfPjxDkPZfyxxlZzRMsu
UPDACCT,2015-04-22T16:05:08,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6676,1,,awOYoIOvLhYtTVADBpgxSkcFNEBz MxFIFvsBlSdK
UPDACCT,2015-04-22T20:49:42,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,,,gGXKVPJTWZoiGAqJZNbgTizNCMSOtMxPswwEXzcbGfxKXt
UPDACCT,2015-04-23T02:25:46,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1,9850,
UPDACCT,2015-04-23T06:51:18,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,11770,AERefJQZrZLeKpQKYzSgoZgCuW CfHKxxgVCBEYrxlQFAlfqT
UPDACCT,2015-04-23T12:23:36,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2794,1,4357,CtKhWclCAGzJrjLUQUSLnrOzwCNRJXRBnoCKtYOFBEJrVSgGUT
UPDACCT,2015-04-23T20:04:17,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497,,10921,xVsnDFPxPRHJpFEJEInGDMmSmJcXNVqKDwKeLCvwX
CLOSEACCT,2015-04-24T05:44:08,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321,,,
CLOSEACCT,2015-04-24T07:47:06,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243,,,
CLOSEACCT,2015-04-24T07:56:58,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5898,,,
UPDCUST,2015-04-24T15:31:23,2985,,,,,,,,15868 Dewdrop Park,,19149,Miami,ME,United States of America,Bela.T.Pilote@shtrudel.tv,Bela.T.Pilote@doctor.com,1,246,972-3718,,1,624,819-4558,,,,,,,,,,,
UPDCUST,2015-04-24T22:59:46,1640,,,1,,,,,22279 Gramercy Road,,75209,Regina,AK,United States of America,Sohale.L.Foods@ProtectAnimals.com,,,,,,,,,,,,,,,,,,,
UPDCUST,2015-04-25T08:09:12,912,,,3,,,,,22650 Marathon West,,,Thousand Oaks,,United States of America,Concettina.Sommerfeld@gmx.com,,,,194-6525,,,,447-5742,,,,,,,,,,,
INACT,2015-04-25T15:28:17,1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,2015-04-26T00:38:19,3687,695-93-0872,F,3,1967-10-19,Chane,Man,,2700 Windwood North,,85769,St. Petersburg,SD,United States of America,Man.Chane@aussiemail.com.au,Man.Chane@icqmail.com,,,960-8666,,,,,,,,,,MD4,AL1,7017,1,13258,FaRbIiN mYULHwfUfGYNOOofeSh VTLHQ
NEW,2015-04-26T04:20:47,3688,837-37-9347,M,1,1981-05-01,Abernethy,Gray,,8437 Withers Drive,,35881,Alexandria,UT,United States of America,Gray.Abernethy@gmx.co.uk,,,,088-2674,,,,747-4608,,,,,,YT8,IA5,7018,2,10569,
NEW,2015-04-26T07:08:29,3689,482-30-9918,,2,1950-08-11,Id,Tanhya,,2604 Curry Boulevard,,H5L 1O2,Dayton,CO,United States of America,Tanhya.Id@taunusstein.net,,,,607-4724,18072,,,,,,,620-5889,93465,IA8,MB5,7019,2,14953,RFAQfMZmwqKJiCOKcVshEADHJFlpbBQEoRE
NEW,2015-04-26T17:42:57,3690,653-98-9041,,2,1924-06-14,Pagi,Hennrietta,,23485 Sinclair Upper,,V5B 1N5,Atlanta,MO,United States of America,Hennrietta.Pagi@aol.com,,,,133-8124,,1,337,263-5754,,,,,,MO6,MS2,7020,1,8519,LFAuEjGLUOGoHxNMVYFOELj nKizNgYmjIEdNvMmHLE
NEW,2015-04-26T18:05:04,3691,578-24-4840,,2,1956-06-07,Kales,Frank,,9585 Sun Tree West,Apt. 157,T5C 1V9,Hayward,DC,United States of America,Frank.Kales@enveloped.org,,,383,534-9076,,,,281-9367,,,,,,NT6,SK7,7021,1,8581,pEVgenIKaDcwdYVEOPFOYbQAgkqYGbuwp jRBZFvm
NEW,2015-04-26T19:53:53,3692,777-36-9615,m,2,1957-04-29,Keehan,Cantrell,,14817 Bailey Boulevard,,S3B 1F2,Pittsburgh,TN,United States of America,Cantrell.Keehan@ProtectAnimals.com,,,,,,,587,583-2776,,,,,,MB8,DE4,7022,1,5364,Gb XGUmgcujTEeALVEcIUzmBtXQwNChguCGFdDDCXmSfOzMkAT
NEW,2015-04-26T20:53:35,3693,270-52-0878,,3,2004-07-19,Reiser,Richardson,X,3234 Pasadena Boulevard,,85770,Lowell,UT,Canada,Richardson.X.Reiser@whale-mail.com,,,,676-6841,,,,,,,,,,AB5,TX1,7023,1,8311,zgrGoLunZUcQQZIKYNRpbZqWZUmWJJnLAS
ADDACCT,2015-04-27T04:03:50,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7024,1,11463,ayOCQZLtuDPQxsngMzEkkOdsFDdZkXSujw HjH
ADDACCT,2015-04-27T11:12:36,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7025,2,6148,cbA f EJaUKlWaWGeEQvApPByeyFjQMcYOLv
ADDACCT,2015-04-27T21:03:15,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7026,1,11702,vbMoSEbJjPGlatE iI CFYQKUzbxLqzvYcYclcxrCqHfJndPP
ADDACCT,2015-04-27T22:12:46,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7027,1,8250,OfyGdAAnXUfLmRQCUHLEHIxXJLAQQveGqDWddNIcHQCO
ADDACCT,2015-04-28T00:47:53,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7028,2,10163,
ADDACCT,2015-04-28T04:47:02,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7029,1,4821,qTWqFFQwoQBBURBOPCQJYCSFHQdEXcqrxkMuHAH
ADDACCT,2015-04-28T10:51:32,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7030,1,5404,QzfBErVPjSaHmceLq tUCkJAfWJJFfgroVMSuIT
ADDACCT,2015-04-28T17:48:11,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7031,2,6261,ONjZClvIbVjqBbpAlbGhGaJD dTTFJE
ADDACCT,2015-04-29T00:09:16,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7032,0,2808,fDRuFQNGticchGASSwGaLQKefEIVYGQ
ADDACCT,2015-04-29T08:33:33,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7033,0,11982,
UPDACCT,2015-04-29T19:26:42,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449,,10955,dIwVTHKvRPKDkjSWLfRnsKBFCHvnNXFNQoFPLjiqo
UPDACCT,2015-04-30T03:37:14,2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4477,2,,DktAS XFpaJFSVhgLdZqKDDYBZ LsnLZH
UPDACCT,2015-04-30T11:55:34,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671,2,3729,tdKIYwUJMQnDRONBbWNKvKXIklwZHK
CLOSEACCT,2015-05-01T00:00:48,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,,,
CLOSEACCT,2015-05-01T06:06:40,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,,,
CLOSEACCT,2015-05-01T07:30:36,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342,,,
UPDCUST,2015-05-01T14:27:23,3177,,,3,,,,,2082 Gemini Court,,,Kansas City,OH,Canada,Trixy.T.Plato@lavabit.com,Trixy.T.Plato@europe.com,,,520-9152,16703,,,,,,,,,,,,,,
UPDCUST,2015-05-01T23:29:41,1197,,,2,,,,,10221 Mason Lower,,94318,Windsor,KS,United States of America,Tayeb.Windsor@peacemail.com,,,,489-7511,,,,,,1,232,323-9460,49113,,,,,,
UPDCUST,2015-05-02T01:13:36,71,,,2,,,,,,,33133,,,Canada,Costas-Dinos.Deitiker@stoned.com,,,,889-7262,,,462,584-5356,,,,,,,,,,,
INACT,2015-05-02T04:20:27,1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,2015-05-02T04:59:39,3694,268-02-1272,,2,1968-12-25,Krowlek,Beatrix,M,20902 Ashley Avenue,,94617,Salem,SC,United States of America,Beatrix.M.Krowlek@whale-mail.com,,,,847-4037,,1,768,631-0604,,,,,,KS1,WV2,7034,1,14151,ePnIACrAWIPcqPecARSWGlhNtDBFLPGqSTKDOZdlm
NEW,2015-05-02T14:20:35,3695,902-06-7718,,3,1986-02-04,Rappoport,Wilmer,,21731 Gulfton Upper,,V6O 1W6,Lansing,NV,United States of America,Wilmer.Rappoport@care2.com,Wilmer.Rappoport@animail.net,,,,,,,,,,,,,SK1,ON1,7035,0,7728,FTV nTPZDtIDuOVMGjCsHDVBCISMrrO
NEW,2015-05-02T18:12:05,3696,689-59-4326,f,3,1951-05-16,Caza,Evert,,6454 Kiel Upper,,91152,Jersey City,LA,Canada,Evert.Caza@animail.net,Evert.Caza@box.az,,,,,,,024-0837,,,,,,YT8,SK2,7036,0,8976,ywkVaAigDTTuseQmQqllVECMEGikTLjAJhfFJa
NEW,2015-05-03T00:48:44,3697,605-14-0535,m,3,2013-06-13,Yerneni,Linn,,926 Nolan Drive,,91320,Mount Pearl,WA,United States of America,Linn.Yerneni@quake0.de,Linn.Yerneni@mail.com,,,985-9980,,,291,778-2805,,,,,,AR1,CA2,7037,2,3521,GegO WCmTZVJN vygZGw MBUgcphVXDFn PGgVYDf SLUuBIOm
NEW,2015-05-03T05:40:31,3698,907-15-7464,,3,1998-01-02,Belanger,Cho,,4966 Westpark South,,60691,Pittsburgh,AZ,United States of America,Cho.Belanger@gmail.com,Cho.Belanger@consultant.com,,,642-9540,98724,,,,,,494,818-2066,,MO1,NB3,7038,2,3845,H MGFQR PjRJLgXdvjeUAeSafyUFHhBqlxITrTE DkLC
NEW,2015-05-03T12:14:57,3699,901-14-6654,,3,1921-08-19,Berthelet,Betty-Anne,,9575 Whistler Park,,91729,Calgary,AL,United States of America,Betty-Anne.Berthelet@SoftHome.net,Betty-Anne.Berthelet@gmail.com,,504,526-3600,,,,253-9093,,1,813,757-9680,,OK1,SK7,7039,1,7349,xMFUTWluZNCNtvwNuOqMWuU kLLDpMCiSkkAAlTO
NEW,2015-05-03T14:37:54,3700,088-26-8320,,3,1973-09-30,Zaretsky,Thea,T,7160 Cannas Avenue,,V6K 1T2,Overland Park,OR,United States of America,Thea.T.Zaretsky@SoftHome.net,,1,613,398-6935,,1,361,698-2365,,,,,,MT7,SC5,7040,2,6714,hQTzPhUXrxIVvevhAIuOYiVWQQLSTJMDOHrInQQwPXFQQUxFm
NEW,2015-05-03T17:52:08,3701,181-26-8442,f,3,2001-11-16,Bubel,Hideo,B,21018 Green Avenue,,M5A 1V4,Montreal,NM,Canada,Hideo.B.Bubel@animail.net,Hideo.B.Bubel@spamavert.com,,,704-9120,91371,,,828-9325,,,,,,ID5,HI6,7041,1,4545,LDuneBhrj QKUJTCADPqDcZWdCjUCGqUbXNaeVPXJPk nxtSP
NEW,2015-05-03T20:22:31,3702,817-11-6411,f,3,1969-04-16,Benzie,Aila,,19993 Langdon Upper,,93803,Norfolk,IA,United States of America,Aila.Benzie@mail2world.com,Aila.Benzie@aol.com,,,541-6918,,,,632-3621,,1,215,633-6668,,AR5,NU4,7042,1,806,FPjfhsvuFvyBfGBIQTMQPdSuxIvbxkUnGqcQnFtu
NEW,2015-05-04T06:42:17,3703,063-13-0151,M,2,1997-03-20,Callery,Willi,,21177 Norfolk Way,,T5C 1L2,Concord,AL,United States of America,Willi.Callery@aussiemail.com.au,,1,201,706-1162,,,,875-8854,,,,239-7515,,AZ3,ID6,7043,1,9853,FzSVjIDPZCFOHItnGFvUafggAOwIsGr LUURMPpq
NEW,2015-05-04T14:46:40,3704,398-90-7745,,3,1941-09-13,Faou,Jerrylee,,19166 Taylor Crest East,,94273,Madison,NY,United States of America,Jerrylee.Faou@mail.be,Jerrylee.Faou@mailmaniacs.com,,,755-6152,,1,636,191-8323,,,,,,TX1,MB1,7044,1,847,OzcHQyaJKXTLnZnpCqTVKRlJCbHYDY
ADDACCT,2015-05-04T21:27:30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045,1,4487,GOknENBSFwVDUhSMAMTuBOAnUJRSoExdbB bxOGraVtEhRTdG 
ADDACCT,2015-05-05T02:40:33,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7046,1,13684,FpjFRPRAZhCDaSdVWIcqELMXwyQnoKHmDfvCmSq
ADDACCT,2015-05-05T12:02:40,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7047,2,151,GLkeePVVDBGOQPlUMzeo dGhNGOXhOuaKRKkoYcXERRE
ADDACCT,2015-05-05T23:03:19,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7048,1,3262,VDkOJdUMEBbPBNQAFGqeOyTUESVIeZTppKzNxzl
ADDACCT,2015-05-06T01:38:19,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7049,0,3477,qfAlkUPyIGPHBySAsPMpDNpsGdsQTCCrwQYWYoI 
ADDACCT,2015-05-06T13:23:11,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7050,1,12746,BLBFnEMXNFJZVDAEkLJYLtavUQMFrQlZfERh
ADDACCT,2015-05-07T01:19:32,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051,1,3139,ieQmEngBNBSqhNkwhUOg HPYraleFUxSmNhGMcpLpayxq
ADDACCT,2015-05-07T04:11:43,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7052,1,10668,zWBpYRMbHyVpo RDAPtcyLIgOITxkDJRBZziMPrjaK
ADDACCT,2015-05-07T05:02:56,3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7053,1,6660,
